Nationality,Department,Program,2019,2019.1,2019.2,2020,2020.1,2020.2,2021,2021.1,2021.2,2022,2022.1,2022.2,Unnamed: 15,Unnamed: 16,Unnamed: 17
Latvian,Law School,,*,*,0,*,0,0,*,0,0,*,0,0,*,*,0
Latvian,Law School,,*,0,0,0,0,0,*,0,0,0,0,0,*,*,*
Latvian,Management,,*,0,0,*,0,0,5,*,*,*,0,0,*,0,0
Latvian,Management,,*,0,0,5,*,*,*,*,0,0,0,0,*,0,0
Latvian,Mathematics,,*,0,0,*,*,0,*,0,0,*,0,0,*,0,0
Latvian,Mathematics,,*,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Latvian,Media and Communications,,0,0,0,*,0,0,*,*,*,*,0,0,0,0,0
Latvian,Methodology,,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
Latvian,"Philosophy, Logic and Scientific Method",,*,0,0,*,*,0,*,0,0,0,0,0,*,0,0
Latvian,"Philosophy, Logic and Scientific Method",,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0
Latvian,Psychological and Behavio..,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Latvian,Psychological and Behavio..,,*,*,*,0,0,0,*,0,0,0,0,0,0,0,0
Latvian,Social Policy Social Policy,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Latvian,Social Policy Social Policy,,*,*,0,*,0,0,0,0,0,0,0,0,0,0,0
Latvian,Sociology,,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
Latvian,Sociology,,*,0,0,*,*,0,*,*,*,*,0,0,*,0,0
Latvian,Statistics,,0,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Latvian,Statistics,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Lebanese,Accounting,,*,0,0,*,0,0,*,0,0,5,0,0,6,0,0
Lebanese,Accounting,,*,0,0,0,0,0,*,*,*,*,*,*,0,0,0
Lebanese,Anthropology,,*,*,0,0,0,0,0,0,0,*,0,0,0,0,0
Lebanese,Anthropology,,*,*,0,*,*,0,*,*,*,0,0,0,0,0,0
Lebanese,Economic History,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanese,Economic History,,*,*,*,0,0,0,*,*,*,*,*,0,*,*,*
Lebanese,Economics,,*,0,0,11,0,0,14,0,0,5,*,0,6,0,0
Lebanese,Economics,,*,*,*,5,*,*,*,0,0,*,0,0,*,*,0
Lebanese,European Institute,,*,0,0,0,0,0,0,0,0,*,*,*,0,0,0
Lebanese,Finance,,7,*,0,10,*,0,5,0,0,*,0,0,9,0,0
Lebanese,Finance,,13,*,*,12,*,*,13,*,0,11,*,*,27,*,*
Lebanese,Gender Studies,,*,0,0,*,*,0,6,*,*,5,*,0,*,0,0
Lebanese,Geography and Environment,,0,0,0,*,0,0,*,0,0,0,0,0,*,0,0
Lebanese,Geography and Environment,,11,*,*,6,*,*,9,*,*,8,0,0,6,*,0
Lebanese,Government,,5,0,0,*,0,0,6,0,0,6,*,0,6,0,0
Lebanese,Government,,12,*,*,8,*,0,5,*,0,*,0,0,*,*,0
Lebanese,Health Policy,,*,0,0,*,*,0,*,*,0,*,*,0,*,*,*
Lebanese,International Development,,12,*,*,7,*,*,6,5,*,10,7,*,7,5,*
Lebanese,International History,,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
Lebanese,International History,,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0
Lebanese,International Relations,,0,0,0,*,*,*,*,*,*,*,*,*,*,0,0
Lebanese,International Relations,,6,*,0,8,*,0,*,*,*,*,0,*,6,0,0
Lebanese,Law School,,6,*,0,7,0,0,*,0,0,6,0,0,10,0,0
Lebanese,Law School,,*,0,0,*,0,0,*,0,0,5,0,0,*,0,0
Lebanese,Management,,8,*,0,12,0,0,7,*,0,9,*,*,5,*,*
Lebanese,Management,,12,*,*,19,5,*,11,*,*,15,*,*,12,*,0
Lebanese,Mathematics,,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Lebanese,Mathematics,,*,0,0,*,*,*,*,0,0,*,*,*,*,*,0
Lebanese,Media and Communications,,5,*,*,*,*,0,5,*,*,*,*,0,0,0,0
Lebanese,Methodology,,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
Lebanese,"Philosophy, Logic and Scientific Method",,*,*,*,*,0,0,*,0,0,0,0,0,*,0,0
Lebanese,"Philosophy, Logic and Scientific Method",,0,0,0,*,*,*,0,0,0,*,0,0,0,0,0
Lebanese,Psychological and Behavio..,,0,0,0,*,0,0,0,0,0,*,0,0,*,*,*
Lebanese,Psychological and Behavio..,,5,0,0,8,5,*,11,5,*,*,*,*,*,*,*
Lebanese,School of Public Policy,,*,*,*,*,*,*,5,*,0,*,*,0,*,*,0
Lebanese,Social Policy,,*,0,0,0,0,0,*,0,0,*,0,0,*,*,*
Lebanese,Social Policy,,6,*,*,*,*,*,*,*,*,*,0,0,5,*,*
Lebanese,Sociology,,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
Lebanese,Sociology,,*,*,0,*,*,0,*,0,*,5,*,*,5,*,0
Lebanese,Statistics,,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Lebanese,Statistics,,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Lesotho,Accounting,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Lesotho,Finance,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Lesotho,Geography ..,,0,0,0,0,0,0,*,0,0,0,0,0,*,*,0
Lesotho,Health Policy,,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
Lesotho,International Development,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Lesotho,International Development,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Lesotho,Law School,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Management,,0,0,0,*,*,0,*,0,0,0,0,0,0,0,0
Lesotho,Mathematics,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Lesotho,School of Public Policy,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Sociology,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Lesotho,Statistics,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Liberian,Economic Hi..,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Liberian,Finance,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Liberian,Gender Studies,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberian,Geography ..,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Liberian,Government,,0,0,0,*,0,0,*,*,0,*,0,0,0,0,0
Liberian,Health Policy,,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
Liberian,International Development,,*,0,0,*,*,0,*,*,*,*,*,*,*,*,0
Liberian,Law School,,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
Liberian,Law School,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Liberian,Management,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberian,Mathematics,,0,0,0,0,0,0,*,*,0,*,*,0,0,0,0
Liberian,Media and Communications,,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Liberian,School of Public Policy,,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Liberian,Social Policy,,0,0,0,0,0,0,*,*,0,*,0,0,0,0,0
Liberian,Sociology,,0,0,0,0,0,0,0,0,0,*,0,0,5,0,0
Libyan,Accounting,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Libyan,Economic Hi..,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Libyan,Economics European In..,,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
Libyan,Economics European In..,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Libyan,Finance,,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Libyan,Gender Studies,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Libyan,Geography and Environment,,0,0,0,*,*,0,*,*,0,0,0,0,0,0,0
Libyan,Geography and Environment,,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0
Libyan,Government,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Libyan,Government,,*,0,0,0,0,0,*,0,0,0,0,0,*,*,*
Libyan,International Development,,*,0,0,0,0,0,*,*,0,5,*,0,*,*,0
Libyan,International Development,,0,0,0,0,0,0,*,0,0,*,*,*,*,0,0
Libyan,Law School,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Libyan,Law School,,*,*,0,*,*,*,*,*,*,*,*,0,0,0,0
Libyan,Management,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Libyan,Management,,*,*,*,*,0,0,0,0,0,0,0,0,*,0,0
Libyan,Mathematics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libyan,Media and Communications,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Libyan,"Philosophy, ..",,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Libyan,Social Policy Sociology,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Libyan,Social Policy Sociology,,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Libyan,Statistics,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Libyan,Statistics,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,Accounting,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Liechtenstein,Finance,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*
Liechtenstein,Government,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,Government,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,International Development,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
Liechtenstein,International Relations,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,International Relations,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,Media and Communications,,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,"Philosophy, ..",,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Lithuanian,Accounting,,*,*,0,*,*,*,*,0,0,*,*,0,5,*,0
Lithuanian,Accounting,,*,0,0,*,*,*,0,0,0,0,0,0,0,0,0
Lithuanian,Anthropology,,*,0,0,*,0,0,0,0,0,*,0,0,*,*,0
Lithuanian,Economic History,,*,0,0,*,*,*,*,0,0,*,0,0,*,*,0
Lithuanian,Economic History,,*,*,0,0,0,0,0,0,0,*,0,0,0,0,0
Lithuanian,Economics,,11,0,0,11,0,0,9,0,0,9,0,0,7,0,0
Lithuanian,Economics,,*,*,0,*,0,0,*,0,0,0,0,0,*,*,0
Lithuanian,European Institute,,*,*,0,*,*,*,*,*,*,*,*,*,0,0,0
Lithuanian,Finance,,6,*,0,8,*,*,*,*,0,*,0,0,*,0,0
Lithuanian,Finance,,0,0,0,7,*,*,5,*,0,*,*,*,*,*,0
Lithuanian,Gender Studies,,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
Lithuanian,Geography and Environment,,*,0,0,*,*,*,0,0,0,*,0,0,*,0,0
Lithuanian,Geography and Environment,,*,0,0,*,0,0,*,*,0,8,*,*,*,*,*
Lithuanian,Government,,11,*,0,13,0,0,9,*,0,6,0,0,10,*,*
Lithuanian,Government,,*,*,*,*,*,0,*,*,0,*,0,0,*,*,*
Lithuanian,Health Policy,,0,0,0,*,*,*,*,*,*,*,*,*,*,0,0
Lithuanian,International Development,,*,*,0,*,*,0,0,0,0,*,0,0,0,0,0
Lithuanian,International History,,*,0,0,*,*,0,*,0,0,*,*,0,5,*,*
Lithuanian,International History,,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0
Lithuanian,International Relations,,6,*,*,*,0,0,*,0,0,*,*,0,*,0,0
Lithuanian,International Relations,,*,*,0,*,*,*,*,*,0,*,0,0,*,0,0
Lithuanian,Language C..,,*,0,0,*,*,*,0,0,0,*,0,0,*,0,0
Lithuanian,Law School,,5,*,*,10,*,*,8,0,0,10,0,0,*,0,0
Lithuanian,Law School,,*,0,0,*,*,0,*,0,0,*,*,*,0,0,0
Lithuanian,Management,,8,*,0,*,0,0,5,*,*,*,0,0,*,*,0
Lithuanian,Management,,5,*,*,7,*,*,*,*,0,*,*,*,*,0,0
Lithuanian,Mathematics,,*,*,0,*,0,0,*,0,0,*,0,0,*,*,0
Lithuanian,Mathematics,,*,*,0,*,*,0,*,0,0,0,0,0,0,0,0
Lithuanian,Media and Communications,,*,0,0,*,0,0,*,0,0,0,0,0,*,*,0
Lithuanian,"Philosophy, Logic and Scientific Method",,7,0,0,6,0,0,5,0,0,*,*,*,*,0,0
Lithuanian,"Philosophy, Logic and Scientific Method",,0,0,0,*,*,0,*,*,0,*,*,0,0,0,0
Lithuanian,Psychological and Behavio..,,*,*,0,*,0,0,0,0,0,*,0,0,*,0,0
Lithuanian,Psychological and Behavio..,,5,*,*,*,0,0,*,0,0,*,*,*,*,*,*
Lithuanian,School of Public Policy,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuanian,Social Policy,,*,*,0,*,*,0,*,0,0,*,0,0,*,0,0
Lithuanian,Social Policy,,*,0,0,*,*,*,*,*,*,0,0,0,*,*,*
Lithuanian,Sociology,,*,0,0,*,0,0,0,0,0,0,0,0,*,*,0
Lithuanian,Sociology,,0,0,0,*,*,*,*,*,*,*,*,0,0,0,0
Lithuanian,Statistics,,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Lithuanian,Statistics,,*,*,0,*,0,0,0,0,0,*,0,0,*,0,0
Luxembourg.. Accounting,Statistics,,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
Luxembourg.. Accounting,Anthropology,,0,0,0,*,0,0,0,0,0,*,*,*,0,0,0
Luxembourg.. Accounting,Anthropology,,0,0,0,*,0,0,0,0,0,0,0,0,*,*,0
Luxembourg.. Accounting,Economic Hi..,,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
Luxembourg.. Accounting,Economics,,*,0,0,0,0,0,*,0,0,7,0,0,*,0,0
Luxembourg.. Accounting,Economics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg.. Accounting,European Institute,,*,*,*,*,*,*,*,*,*,*,*,*,6,*,*
Luxembourg.. Accounting,Finance,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Luxembourg.. Finance,Finance,,*,*,0,6,*,*,5,0,0,5,*,0,6,*,0
Luxembourg.. Finance,Geography and Environment,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Luxembourg.. Finance,Geography and Environment,,*,*,0,*,0,0,*,*,0,*,*,0,*,*,*
Luxembourg.. Finance,Government,,*,0,0,*,0,0,*,0,0,5,0,0,*,*,0
Luxembourg.. Finance,Government,,*,0,0,*,0,0,*,0,0,0,0,0,*,*,*
Luxembourg.. Finance,Health Policy,,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0
Luxembourg.. Finance,International Development,,0,0,0,5,*,*,*,*,0,*,*,*,*,*,0
Luxembourg.. Finance,International History,,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Luxembourg.. Finance,International History,,*,0,0,0,0,0,*,*,0,0,0,0,*,*,*
Luxembourg.. Finance,International Relations,,0,0,0,*,*,*,*,0,0,0,0,0,*,0,0
Luxembourg.. Finance,International Relations,,*,0,0,5,*,*,*,*,0,*,*,*,5,*,*
Luxembourg.. Finance,Language C..,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg.. Finance,Law School,,*,0,0,*,0,0,*,0,0,*,*,0,0,0,0
Luxembourg.. Finance,Law School,,*,*,*,*,0,0,*,0,0,*,*,*,6,*,*
Luxembourg.. Finance,Management,,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Luxembourg.. Finance,Management,,7,*,*,*,0,0,*,0,0,*,*,*,8,*,*
Luxembourg.. Finance,Mathematics,,*,*,0,0,0,0,*,0,0,*,0,0,*,0,0
Luxembourg.. Finance,Mathematics,,*,0,0,*,*,*,*,*,*,0,0,0,0,0,0
Luxembourg.. Finance,Media and Communications,,*,*,0,*,*,*,*,*,*,5,*,*,*,*,*
Luxembourg.. Finance,"Philosophy, ..",,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Luxembourg.. Finance,Psychological and Behavio..,,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0
Luxembourg.. Finance,Psychological and Behavio..,,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0
Luxembourg.. Finance,School of Public Policy,,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*
Luxembourg.. Finance,Social Policy,,*,*,*,0,0,0,0,0,0,0,0,0,*,0,0
Luxembourg.. Finance,Social Policy,,*,0,0,0,0,0,*,0,0,0,0,0,0,0,*
Luxembourg.. Finance,Sociology,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Luxembourg.. Finance,Sociology,,*,0,0,*,0,0,*,*,*,*,*,*,0,0,0
Luxembourg.. Finance,Statistics,,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
Luxembourg.. Finance,Statistics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau,Accounting,,0,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Macau,Accounting,,*,*,0,*,*,*,*,*,*,*,*,*,0,0,0
Macau,Anthropology,,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Macau,Economic History,,0,0,0,*,0,0,*,0,0,0,0,0,*,0,0
Macau,Economic History,,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
Macau,Economics,,*,0,0,*,*,*,*,0,0,*,0,0,*,0,0
Macau,Economics,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Macau,European Institute,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau,Finance,,0,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Macau,Finance,,*,0,0,0,0,0,6,0,0,*,0,0,*,0,0
Macau,Gender Studies,,0,0,0,0,0,0,*,*,*,*,0,0,0,0,0
Macau,Geography and Environment,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Macau,Geography and Environment,,*,0,0,*,*,*,*,*,0,0,0,0,*,*,*
Macau,Government,,0,0,0,*,0,0,*,0,0,0,0,0,*,*,*
Macau,Government,,*,*,*,0,0,*,0,0,0,0,0,0,0,0,0
Macau,Health Policy,,*,*,0,*,*,*,0,0,0,0,0,0,0,0,0
Macau,International Development,,0,0,0,*,*,0,*,0,0,*,*,*,*,*,*
Macau,International History,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Macau,International History,,*,*,0,0,0,0,*,*,*,*,0,0,0,0,0
Macau,International Development,,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Macau,Law School,,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
Macau,Law School,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Macau,Management,,*,0,0,*,*,*,*,0,0,*,0,0,*,*,*
Macau,Management,,7,*,*,12,0,0,5,*,*,7,*,*,*,*,*
Macau,Mathematics,,*,*,0,0,0,0,*,0,0,*,0,0,*,0,0
Macau,Mathematics,,*,0,0,*,0,0,0,0,0,0,0,0,*,0,0
Macau,Media and Communications,,0,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Macau,Methodology,,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Macau,"Philosophy, ..",,*,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Macau,Psychological and Behavio..,,0,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Macau,Psychological and Behavio..,,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Macau,School of Public Policy,,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Macau,Social Policy,,*,0,0,*,0,0,0,0,0,*,*,*,*,0,0
Macau,Social Policy,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Macau,Sociology,,0,0,0,*,0,0,*,*,0,0,0,0,*,0,0
Macau,Sociology,,*,0,0,*,0,0,*,*,*,0,0,0,*,0,0
Macau,Statistics,,*,0,0,5,*,*,0,0,0,*,*,0,*,0,0
Macau,Statistics,,0,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Madagascar,Anthropology,,0,0,0,*,*,0,*,*,0,*,*,0,*,*,0
Madagascar,Finance,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Madagascar,Geography and Environment,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Geography and Environment,,0,0,0,*,0,0,0,0,0,0,0,0,*,*,0
Madagascar,International Development,,0,0,0,*,0,0,*,0,0,*,*,*,*,*,*
Madagascar,Law School,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Management,,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
Madagascar,Management,,0,0,0,0,0,0,*,*,*,0,0,0,*,*,*
Madagascar,Psychological and Behavioural Sciences,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Madagascar,Sociology,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Madagascar,Statistics,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Malawian,Accounting Anthropology,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Malawian,Accounting Anthropology,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*
Malawian,Economic History,,*,*,0,*,*,0,0,0,0,0,0,0,0,0,0
Malawian,Economic History,,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
Malawian,Economics,,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Malawian,Economics,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Malawian,Finance,,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Malawian,Gender Studies,,*,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Malawian,Geography and Environment,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Malawian,Geography and Environment,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Malawian,Government,,*,*,0,0,0,0,0,0,0,*,*,*,*,0,0
Malawian,Government,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Malawian,Health Policy,,*,0,0,*,*,0,*,*,0,0,0,0,*,*,0
Malawian,International Development,,8,*,0,6,*,*,*,0,0,0,0,0,*,0,0
Malawian,International Relations,,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Malawian,International Relations,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Malawian,Law School,,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Malawian,Law School,,0,0,0,*,0,0,0,0,0,*,*,*,*,0,0
Malawian,Management,,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Malawian,Media and Communications,,0,0,0,0,0,0,*,*,*,0,0,0,*,0,0
Malawian,Methodology,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Malawian,"Philosophy, .. School of Pu..",,*,*,0,0,0,0,0,0,0,0,0,0,*,0,0
Malawian,"Philosophy, .. School of Pu..",,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Malawian,Social Policy Social Policy,,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
Malawian,Social Policy Social Policy,,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Malawian,Sociology,,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
Malawian,Statistics,,*,*,*,0,0,0,0,0,0,*,*,0,*,0,0
Malaysian,Accounting,,100,26,21,130,25,20,127,20,18,105,19,15,89,21,9
Malaysian,Accounting,,17,8,7,16,7,*,21,7,5,17,5,*,7,*,*
Malaysian,Anthropology,,10,*,0,7,*,*,5,*,*,5,*,0,6,*,*
Malaysian,Anthropology,,5,*,*,*,*,0,*,0,0,*,0,0,*,*,*
Malaysian,Economic History,,11,*,*,8,*,0,12,*,*,8,*,*,11,*,0
Malaysian,Economic History,,*,*,*,0,0,0,*,*,*,0,0,0,*,0,0
Malaysian,Economics,,104,27,16,108,17,15,120,14,9,87,14,13,84,7,*
Malaysian,Economics,,15,*,*,7,*,0,14,5,*,11,*,*,12,*,*
Malaysian,European Institute,,0,0,0,*,0,0,0,0,0,*,0,0,*,*,*
Malaysian,Finance,,18,7,*,16,6,*,19,*,*,41,8,5,35,5,*
Malaysian,Finance,,48,*,*,33,5,*,48,7,*,47,5,*,37,10,6
Malaysian,Gender Studies,,*,*,0,*,*,0,*,*,0,*,*,0,*,0,0
Malaysian,Geography and Environment,,6,*,*,12,*,0,8,*,*,11,*,0,22,*,*
Malaysian,Geography and Environment,,13,5,*,18,*,*,16,*,*,13,*,*,18,6,*
Malaysian,Government,,33,6,*,20,*,*,28,*,*,21,*,*,22,*,0
Malaysian,Government,,14,*,*,13,7,5,8,*,*,17,*,*,13,*,*
Malaysian,Health Policy,,6,*,*,7,*,0,7,*,*,6,*,*,15,9,5
Malaysian,International Development,,9,*,*,6,*,*,9,*,0,15,*,*,10,5,*
Malaysian,International History,,5,*,0,*,*,0,*,*,0,*,*,*,*,*,0
Malaysian,International History,,6,5,5,*,*,*,5,5,*,*,*,*,*,*,*
Malaysian,International Relations,,6,*,*,*,*,*,*,0,0,*,0,0,5,*,0
Malaysian,International Relations,,10,*,*,*,0,0,*,*,0,7,*,*,5,0,0
Malaysian,Language C..,,*,0,0,*,*,*,*,*,0,*,*,*,*,*,0
Malaysian,Law School,,112,23,13,109,26,18,95,16,9,103,21,13,100,18,10
Malaysian,Law School,,14,*,*,18,*,*,14,5,*,28,*,*,18,*,*
Malaysian,Management,,17,*,*,20,6,*,24,5,*,18,*,*,27,*,*
Malaysian,Management,,59,12,6,45,13,7,55,11,8,62,18,8,43,11,7
Malaysian,Mathematics,,30,8,7,25,8,*,16,*,*,19,6,*,34,7,*
Malaysian,Mathematics,,14,*,0,*,*,0,7,0,0,13,*,*,7,*,0
Malaysian,Media and Communications,,11,0,0,10,*,*,9,*,*,19,*,*,8,*,0
Malaysian,Methodology,,*,*,0,*,*,*,9,0,0,5,*,*,8,*,*
Malaysian,"Philosophy, Logic and Scientific Method",,28,10,5,16,*,*,19,*,*,15,*,*,21,5,*
Malaysian,"Philosophy, Logic and Scientific Method",,*,*,*,0,0,0,*,*,*,*,*,*,*,0,0
Malaysian,Psychological and Behavio..,,*,*,0,8,0,0,19,0,0,21,*,*,19,5,*
Malaysian,Psychological and Behavio..,,6,*,*,14,*,*,15,*,*,8,0,0,16,*,*
Malaysian,School of Public Policy,,10,*,*,10,6,0,14,9,*,13,7,*,18,9,*
Malaysian,Social Policy,,12,0,0,11,*,*,16,*,*,10,*,*,11,*,0
Malaysian,Social Policy,,5,*,*,5,*,*,*,*,0,10,*,*,7,*,0
Malaysian,Sociology,,*,0,0,*,*,*,*,*,*,*,0,0,6,*,*
Malaysian,Sociology,,7,0,0,7,5,*,7,*,*,9,*,*,7,*,*
Malaysian,Statistics,,102,58,31,70,41,18,154,36,28,128,36,23,136,45,32
Malaysian,Statistics,,21,*,*,20,*,*,22,5,*,25,6,5,23,*,*
Maldivian,Accounting,,0,0,0,*,0,0,*,0,0,*,*,0,*,0,0
Maldivian,Accounting,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*
Maldivian,Anthropology,,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
Maldivian,Economics,,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
Maldivian,Economics,,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
Maldivian,Finance,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Maldivian,Gender Studies,,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
Maldivian,Geography ..,,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
