Nationality,EU,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023
Honduran, ,Mathematics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Honduran, ,Media And Communications,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduran, ,Methodology,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduran, ,Psychological And Behavioural Science,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0
Honduran, ,School of Public Policy,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Honduran, ,Social Policy,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Honduran, ,Sociology,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Honduran, ,Sociology,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduran, ,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong, ,Accounting,UG Degree,45.0,2.5,2.5,47.0,5.0,2.5,48.0,2.5,2.5,32.0,8.0,5.0,50.0,7.0,2.5
Hong Kong, ,Accounting,PG Taught,27.0,8.0,6.0,27.0,8.0,8.0,19.0,6.0,2.5,28.0,13.0,7.0,23.0,6.0,6.0
Hong Kong, ,Anthropology,UG Degree,10.0,5.0,2.5,11.0,5.0,2.5,9.0,2.5,0.0,12.0,2.5,2.5,13.0,7.0,2.5
Hong Kong, ,Anthropology,PG Taught,9.0,2.5,2.5,13.0,8.0,6.0,13.0,6.0,2.5,7.0,5.0,2.5,5.0,2.5,2.5
Hong Kong, ,Economic History,UG Degree,7.0,2.5,2.5,13.0,2.5,2.5,11.0,0.0,0.0,25.0,2.5,2.5,14.0,2.5,2.5
Hong Kong, ,Economic History,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,6.0,2.5,0.0,8.0,2.5,2.5,2.5,2.5,2.5
Hong Kong, ,Economics,UG Degree,68.0,12.0,6.0,56.0,7.0,2.5,103.0,8.0,2.5,100.0,16.0,11.0,110.0,17.0,14.0
Hong Kong, ,Economics,PG Taught,19.0,5.0,2.5,9.0,2.5,0.0,20.0,5.0,5.0,17.0,5.0,2.5,22.0,12.0,5.0
Hong Kong, ,European Institute,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,6.0,2.5,2.5,5.0,2.5,2.5,2.5,2.5,2.5
Hong Kong, ,Finance,UG Degree,17.0,5.0,2.5,11.0,2.5,2.5,23.0,2.5,0.0,28.0,6.0,2.5,28.0,2.5,2.5
Hong Kong, ,Finance,PG Taught,65.0,2.5,0.0,68.0,6.0,2.5,92.0,6.0,2.5,83.0,2.5,2.5,75.0,5.0,2.5
Hong Kong, ,Gender Studies,PG Taught,5.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,5.0,2.5,2.5
Hong Kong, ,Geography And Environment,UG Degree,15.0,6.0,2.5,23.0,2.5,2.5,20.0,2.5,2.5,30.0,2.5,2.5,49.0,9.0,6.0
Hong Kong, ,Geography And Environment,PG Taught,26.0,6.0,2.5,23.0,8.0,5.0,28.0,2.5,2.5,39.0,6.0,2.5,54.0,7.0,2.5
Hong Kong, ,Government,UG Degree,42.0,10.0,2.5,59.0,17.0,5.0,61.0,15.0,9.0,50.0,12.0,5.0,47.0,13.0,2.5
Hong Kong, ,Government,PG Taught,17.0,5.0,2.5,25.0,8.0,2.5,30.0,10.0,6.0,29.0,7.0,2.5,28.0,9.0,2.5
Hong Kong, ,Health Policy,PG Taught,2.5,0.0,0.0,5.0,2.5,0.0,11.0,2.5,2.5,2.5,2.5,2.5,15.0,2.5,2.5
Hong Kong, ,International Development,PG Taught,11.0,2.5,2.5,9.0,2.5,0.0,20.0,8.0,2.5,11.0,2.5,2.5,15.0,2.5,2.5
Hong Kong, ,International History,UG Degree,15.0,7.0,0.0,11.0,7.0,2.5,14.0,2.5,0.0,28.0,11.0,2.5,38.0,24.0,7.0
Hong Kong, ,International History,PG Taught,2.5,0.0,0.0,8.0,2.5,2.5,12.0,8.0,7.0,9.0,5.0,2.5,6.0,2.5,2.5
Hong Kong, ,International Relations,UG Degree,8.0,7.0,2.5,9.0,5.0,2.5,15.0,2.5,0.0,7.0,2.5,2.5,7.0,2.5,0.0
Hong Kong, ,International Relations,PG Taught,16.0,2.5,0.0,12.0,2.5,0.0,20.0,6.0,2.5,17.0,2.5,2.5,30.0,8.0,2.5
Hong Kong, ,Language Centre,UG Degree,5.0,0.0,0.0,6.0,2.5,0.0,6.0,0.0,0.0,5.0,2.5,0.0,5.0,2.5,0.0
Hong Kong, ,Law School,UG Degree,97.0,28.0,9.0,123.0,36.0,15.0,137.0,24.0,12.0,125.0,23.0,11.0,126.0,19.0,2.5
Hong Kong, ,Law School,PG Taught,44.0,15.0,7.0,20.0,6.0,2.5,42.0,14.0,5.0,38.0,12.0,5.0,35.0,9.0,2.5
Hong Kong, ,Management,UG Degree,34.0,13.0,2.5,54.0,13.0,2.5,61.0,11.0,8.0,70.0,18.0,7.0,51.0,8.0,5.0
Hong Kong, ,Management,PG Taught,92.0,13.0,11.0,135.0,17.0,11.0,119.0,26.0,13.0,119.0,20.0,12.0,127.0,25.0,17.0
Hong Kong, ,Mathematics,UG Degree,27.0,2.5,2.5,22.0,2.5,2.5,19.0,2.5,0.0,23.0,7.0,5.0,44.0,6.0,2.5
Hong Kong, ,Mathematics,PG Taught,9.0,2.5,0.0,19.0,2.5,2.5,19.0,0.0,0.0,25.0,2.5,2.5,14.0,2.5,0.0
Hong Kong, ,Media And Communications,PG Taught,22.0,2.5,2.5,23.0,2.5,2.5,30.0,2.5,2.5,27.0,2.5,0.0,35.0,6.0,2.5
Hong Kong, ,Methodology,PG Taught,12.0,0.0,0.0,7.0,2.5,2.5,11.0,2.5,0.0,5.0,2.5,2.5,13.0,2.5,2.5
Hong Kong, ,Philosophy Logic And Scientific Method,UG Degree,20.0,5.0,2.5,26.0,8.0,5.0,35.0,2.5,2.5,31.0,6.0,2.5,31.0,10.0,6.0
Hong Kong, ,Philosophy Logic And Scientific Method,PG Taught,8.0,2.5,2.5,9.0,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,6.0,2.5,2.5
Hong Kong, ,Psychological And Behavioural Science,UG Degree,8.0,2.5,2.5,29.0,7.0,2.5,33.0,2.5,2.5,34.0,7.0,0.0,27.0,8.0,0.0
Hong Kong, ,Psychological And Behavioural Science,PG Taught,27.0,2.5,2.5,28.0,2.5,0.0,27.0,2.5,2.5,28.0,2.5,2.5,24.0,2.5,2.5
Hong Kong, ,School of Public Policy,PG Taught,6.0,0.0,0.0,2.5,2.5,0.0,9.0,0.0,0.0,6.0,2.5,2.5,9.0,2.5,0.0
Hong Kong, ,Social Policy,UG Degree,16.0,2.5,0.0,23.0,2.5,2.5,15.0,2.5,0.0,27.0,2.5,0.0,25.0,5.0,2.5
Hong Kong, ,Social Policy,PG Taught,19.0,5.0,2.5,19.0,2.5,2.5,24.0,5.0,2.5,9.0,2.5,2.5,16.0,7.0,2.5
Hong Kong, ,Sociology,UG Degree,6.0,2.5,0.0,9.0,2.5,0.0,9.0,0.0,0.0,12.0,2.5,0.0,18.0,2.5,2.5
Hong Kong, ,Sociology,PG Taught,13.0,5.0,2.5,13.0,2.5,2.5,16.0,2.5,2.5,16.0,6.0,2.5,19.0,7.0,2.5
Hong Kong, ,Statistics,UG Degree,28.0,6.0,2.5,29.0,7.0,2.5,23.0,2.5,2.5,40.0,2.5,2.5,46.0,9.0,2.5
Hong Kong, ,Statistics,PG Taught,25.0,2.5,0.0,26.0,2.5,2.5,24.0,2.5,2.5,36.0,2.5,2.5,44.0,2.5,2.5
Hungarian, ,Accounting,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Hungarian, ,Accounting,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0
Hungarian, ,Anthropology,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Hungarian, ,Anthropology,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0
Hungarian, ,Economic History,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Hungarian, ,Economic History,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5
Hungarian, ,Economics,UG Degree,13.0,0.0,0.0,16.0,0.0,0.0,8.0,2.5,0.0,13.0,2.5,2.5,13.0,2.5,0.0
Hungarian, ,Economics,PG Taught,6.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,6.0,2.5,2.5
Hungarian, ,European Institute,PG Taught,8.0,2.5,2.5,8.0,7.0,5.0,2.5,2.5,2.5,2.5,2.5,0.0,6.0,2.5,2.5
Hungarian, ,Finance,UG Degree,5.0,0.0,0.0,5.0,2.5,0.0,2.5,2.5,0.0,5.0,0.0,0.0,2.5,2.5,0.0
Hungarian, ,Finance,PG Taught,6.0,0.0,0.0,13.0,2.5,2.5,10.0,2.5,2.5,6.0,2.5,2.5,8.0,2.5,2.5
Hungarian, ,Gender Studies,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0
Hungarian, ,Geography And Environment,UG Degree,2.5,0.0,0.0,5.0,2.5,2.5,7.0,2.5,0.0,5.0,2.5,0.0,5.0,2.5,2.5
Hungarian, ,Geography And Environment,PG Taught,5.0,0.0,0.0,5.0,2.5,0.0,7.0,2.5,2.5,7.0,0.0,0.0,8.0,2.5,2.5
Hungarian, ,Government,UG Degree,17.0,2.5,2.5,18.0,2.5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,2.5,2.5
Hungarian, ,Government,PG Taught,10.0,2.5,2.5,6.0,2.5,2.5,5.0,2.5,2.5,6.0,2.5,2.5,2.5,2.5,2.5
Hungarian, ,Health Policy,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5
Hungarian, ,International Development,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0
Hungarian, ,International History,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,6.0,2.5,2.5
Hungarian, ,International History,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
Hungarian, ,International Relations,UG Degree,6.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Hungarian, ,International Relations,PG Taught,2.5,0.0,0.0,7.0,2.5,2.5,6.0,2.5,2.5,2.5,0.0,0.0,8.0,2.5,2.5
Hungarian, ,Language Centre,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0
Hungarian, ,Law School,UG Degree,9.0,2.5,2.5,7.0,0.0,0.0,9.0,2.5,0.0,9.0,2.5,2.5,7.0,0.0,0.0
Hungarian, ,Law School,PG Taught,7.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5
Hungarian, ,Management,UG Degree,19.0,2.5,2.5,10.0,2.5,2.5,5.0,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0
Hungarian, ,Management,PG Taught,13.0,2.5,2.5,14.0,2.5,0.0,8.0,2.5,2.5,7.0,2.5,0.0,13.0,5.0,2.5
Hungarian, ,Mathematics,UG Degree,5.0,0.0,0.0,5.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,5.0,2.5,0.0
Hungarian, ,Mathematics,PG Taught,5.0,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungarian, ,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0
Hungarian, ,Methodology,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0
Hungarian, ,Philosophy Logic And Scientific Method,UG Degree,8.0,2.5,0.0,8.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,6.0,2.5,0.0
Hungarian, ,Philosophy Logic And Scientific Method,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Hungarian, ,Psychological And Behavioural Science,UG Degree,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5
Hungarian, ,Psychological And Behavioural Science,PG Taught,2.5,2.5,2.5,10.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,7.0,2.5,0.0
Hungarian, ,School of Public Policy,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0
Hungarian, ,Social Policy,UG Degree,8.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,5.0,2.5,0.0
Hungarian, ,Social Policy,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0
Hungarian, ,Sociology,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Hungarian, ,Sociology,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,9.0,5.0,2.5
Hungarian, ,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungarian, ,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Economic History,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Economic History,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5
Icelandic, ,Economics,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Icelandic, ,Economics,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0
Icelandic, ,European Institute,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Finance,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Finance,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5
Icelandic, ,Gender Studies,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0
Icelandic, ,Geography And Environment,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Geography And Environment,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0
Icelandic, ,Government,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Government,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Health Policy,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Icelandic, ,International History,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icelandic, ,International History,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5
Icelandic, ,International Relations,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Icelandic, ,International Relations,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Law School,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Law School,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0
Icelandic, ,Management,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Management,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0
Icelandic, ,Mathematics,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Mathematics,PG Taught,2.5,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0
Icelandic, ,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Methodology,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0
Icelandic, ,Philosophy Logic And Scientific Method,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Philosophy Logic And Scientific Method,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0
Icelandic, ,Psychological And Behavioural Science,PG Taught,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0
Icelandic, ,Social Policy,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Icelandic, ,Sociology,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0
Icelandic, ,Statistics,PG Taught,5.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Indian, ,Accounting,UG Degree,132.0,9.0,6.0,120.0,2.5,2.5,140.0,6.0,5.0,166.0,22.0,15.0,149.0,22.0,11.0
Indian, ,Accounting,PG Taught,52.0,16.0,11.0,54.0,23.0,15.0,57.0,23.0,18.0,67.0,26.0,20.0,65.0,26.0,15.0
Indian, ,Anthropology,UG Degree,8.0,2.5,2.5,10.0,2.5,2.5,16.0,2.5,2.5,10.0,2.5,0.0,17.0,6.0,2.5
Indian, ,Anthropology,PG Taught,22.0,9.0,2.5,23.0,16.0,7.0,26.0,16.0,2.5,39.0,25.0,5.0,30.0,23.0,10.0
Indian, ,Economic History,UG Degree,18.0,2.5,2.5,16.0,2.5,2.5,52.0,2.5,2.5,37.0,2.5,2.5,43.0,2.5,2.5
Indian, ,Economic History,PG Taught,7.0,2.5,0.0,15.0,2.5,2.5,15.0,8.0,2.5,19.0,12.0,8.0,14.0,5.0,2.5
Indian, ,Economics,UG Degree,333.0,20.0,6.0,444.0,24.0,10.0,530.0,18.0,13.0,506.0,20.0,16.0,466.0,32.0,11.0
Indian, ,Economics,PG Taught,260.0,65.0,32.0,267.0,64.0,29.0,246.0,59.0,34.0,253.0,60.0,34.0,210.0,48.0,16.0
Indian, ,European Institute,PG Taught,6.0,2.5,2.5,8.0,6.0,2.5,13.0,2.5,2.5,13.0,2.5,2.5,15.0,5.0,2.5
Indian, ,Finance,UG Degree,44.0,6.0,2.5,64.0,13.0,6.0,75.0,12.0,6.0,132.0,16.0,7.0,119.0,5.0,2.5
Indian, ,Finance,PG Taught,213.0,18.0,9.0,254.0,26.0,7.0,348.0,54.0,26.0,396.0,42.0,28.0,375.0,28.0,17.0
Indian, ,Gender Studies,PG Taught,72.0,19.0,7.0,50.0,17.0,2.5,77.0,23.0,9.0,99.0,35.0,11.0,81.0,21.0,6.0
Indian, ,Geography And Environment,UG Degree,23.0,2.5,0.0,23.0,2.5,2.5,31.0,2.5,2.5,31.0,2.5,0.0,40.0,5.0,2.5
Indian, ,Geography And Environment,PG Taught,91.0,21.0,10.0,97.0,22.0,7.0,136.0,33.0,12.0,184.0,44.0,21.0,171.0,40.0,21.0
Indian, ,Government,UG Degree,80.0,8.0,2.5,105.0,6.0,2.5,142.0,6.0,2.5,129.0,19.0,11.0,112.0,12.0,6.0
Indian, ,Government,PG Taught,108.0,14.0,9.0,126.0,23.0,5.0,174.0,15.0,7.0,159.0,21.0,11.0,165.0,30.0,19.0
Indian, ,Health Policy,PG Taught,38.0,20.0,15.0,35.0,22.0,6.0,50.0,31.0,11.0,68.0,40.0,18.0,86.0,40.0,19.0
Indian, ,International Development,PG Taught,139.0,26.0,19.0,185.0,55.0,21.0,194.0,53.0,24.0,200.0,65.0,34.0,264.0,69.0,27.0
Indian, ,International History,UG Degree,19.0,2.5,0.0,18.0,5.0,2.5,22.0,2.5,2.5,32.0,8.0,2.5,31.0,6.0,2.5
Indian, ,International History,PG Taught,28.0,14.0,5.0,33.0,11.0,7.0,33.0,10.0,6.0,35.0,19.0,5.0,31.0,13.0,7.0
Indian, ,International Relations,UG Degree,40.0,13.0,5.0,50.0,10.0,7.0,37.0,2.5,0.0,35.0,6.0,0.0,36.0,6.0,2.5
Indian, ,International Relations,PG Taught,126.0,13.0,8.0,135.0,26.0,14.0,186.0,29.0,14.0,162.0,36.0,25.0,171.0,24.0,12.0
Indian, ,Language Centre,UG Degree,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0
Indian, ,Law School,UG Degree,135.0,6.0,2.5,147.0,12.0,7.0,249.0,14.0,9.0,204.0,10.0,5.0,185.0,13.0,6.0
Indian, ,Law School,PG Taught,267.0,41.0,17.0,355.0,73.0,13.0,438.0,70.0,18.0,479.0,94.0,43.0,451.0,110.0,38.0
Indian, ,Management,UG Degree,145.0,16.0,5.0,187.0,13.0,6.0,299.0,8.0,8.0,325.0,20.0,10.0,271.0,26.0,10.0
Indian, ,Management,PG Taught,505.0,77.0,52.0,797.0,148.0,66.0,789.0,120.0,64.0,909.0,149.0,85.0,874.0,120.0,68.0
Indian, ,Mathematics,UG Degree,67.0,6.0,2.5,73.0,5.0,2.5,89.0,8.0,6.0,92.0,6.0,2.5,113.0,13.0,7.0
Indian, ,Mathematics,PG Taught,57.0,11.0,6.0,59.0,12.0,5.0,72.0,16.0,5.0,74.0,17.0,6.0,58.0,19.0,10.0
Indian, ,Media And Communications,PG Taught,167.0,35.0,16.0,187.0,39.0,20.0,192.0,41.0,15.0,239.0,59.0,36.0,207.0,45.0,34.0
Indian, ,Methodology,PG Taught,17.0,2.5,2.5,38.0,6.0,2.5,37.0,12.0,2.5,34.0,9.0,2.5,47.0,10.0,2.5
Indian, ,Philosophy Logic And Scientific Method,UG Degree,42.0,2.5,2.5,52.0,2.5,2.5,80.0,2.5,2.5,71.0,10.0,5.0,66.0,2.5,0.0
Indian, ,Philosophy Logic And Scientific Method,PG Taught,22.0,6.0,2.5,16.0,2.5,2.5,24.0,5.0,2.5,20.0,6.0,2.5,13.0,2.5,2.5
Indian, ,Psychological And Behavioural Science,UG Degree,20.0,2.5,0.0,47.0,7.0,2.5,56.0,9.0,5.0,69.0,10.0,5.0,65.0,11.0,2.5
Indian, ,Psychological And Behavioural Science,PG Taught,132.0,27.0,11.0,162.0,37.0,13.0,208.0,44.0,29.0,256.0,44.0,30.0,238.0,49.0,28.0
Indian, ,School of Public Policy,PG Taught,127.0,49.0,15.0,166.0,82.0,24.0,212.0,102.0,31.0,270.0,126.0,50.0,302.0,90.0,30.0
Indian, ,Social Policy,UG Degree,36.0,2.5,2.5,46.0,7.0,5.0,53.0,2.5,2.5,73.0,6.0,2.5,63.0,2.5,2.5
Indian, ,Social Policy,PG Taught,90.0,18.0,9.0,91.0,24.0,9.0,95.0,28.0,14.0,126.0,49.0,27.0,116.0,46.0,22.0
Indian, ,Sociology,UG Degree,10.0,2.5,0.0,7.0,2.5,0.0,13.0,2.5,2.5,10.0,0.0,0.0,2.5,0.0,0.0
Indian, ,Sociology,PG Taught,64.0,24.0,10.0,72.0,22.0,5.0,120.0,31.0,11.0,104.0,28.0,14.0,137.0,31.0,14.0
Indian, ,Statistics,UG Degree,37.0,2.5,0.0,44.0,7.0,2.5,89.0,2.5,2.5,108.0,7.0,2.5,76.0,10.0,5.0
Indian, ,Statistics,PG Taught,88.0,8.0,2.5,163.0,10.0,6.0,123.0,9.0,5.0,171.0,22.0,9.0,156.0,21.0,13.0
Indonesian, ,Accounting  Accounting,UG Degree,12.0,2.5,2.5,8.0,0.0,0.0,15.0,2.5,0.0,11.0,2.5,0.0,16.0,2.5,0.0
Indonesian, ,Accounting  Accounting,PG Taught,15.0,6.0,2.5,12.0,9.0,2.5,10.0,2.5,2.5,15.0,8.0,2.5,8.0,2.5,0.0
Indonesian, ,Anthropology,UG Degree,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0
Indonesian, ,Anthropology,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0
Indonesian, ,Economic History,UG Degree,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Indonesian, ,Economic History,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5
Indonesian, ,Economics,UG Degree,10.0,2.5,0.0,13.0,2.5,0.0,15.0,0.0,0.0,14.0,2.5,0.0,13.0,2.5,2.5
Indonesian, ,Economics,PG Taught,13.0,2.5,0.0,16.0,2.5,0.0,5.0,2.5,2.5,9.0,2.5,2.5,20.0,7.0,2.5
