Nationality,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023
Kyrgyz,Methodology ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,0,2.5,0,0
Kyrgyz,"Philosophy, .. ",PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Kyrgyz,School of Pu.. ,PG Taught,2.5,2.5,0,2.5,2.5,2.5,2.5,0,0,2.5,2.5,0,2.5,0,0
Kyrgyz,Social Policy ,PG Taught,2.5,2.5,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Kyrgyz,Sociology ,PG Taught,2.5,0,0,2.5,2.5,0,0,0,0,0,0,0,2.5,0,0
Democratic Republic of Peoples Laos, ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Peoples Laos, ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Democratic Republic of Peoples Laos,Economics ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Peoples Laos,Finance  Gender Stud.. ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Democratic Republic of Peoples Laos,Finance  Gender Stud.. ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Democratic Republic of Peoples Laos,Geography .. ,PG Taught,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Democratic Republic of Peoples Laos,Health Policy ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5
Democratic Republic of Peoples Laos,International.. ,PG Taught,0,0,0,2.5,2.5,0,0,0,0,0,0,0,2.5,0,0
Democratic Republic of Peoples Laos,Law School ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Peoples Laos,Management  ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Democratic Republic of Peoples Laos,Management  ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Democratic Republic of Peoples Laos,Social Policy ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Democratic Republic of Peoples Laos,Sociology ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvian,Accounting  ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0
Latvian,Accounting  ,PG Taught,2.5,2.5,0,2.5,2.5,2.5,0,0,0,0,0,0,2.5,0,0
Latvian,Anthropology ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Latvian,Economic  History ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Latvian,Economic  History ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Latvian,Economics  ,UG Degree,2.5,0,0,2.5,2.5,2.5,2.5,0,0,2.5,0,0,2.5,0,0
Latvian,Economics  ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Latvian,European In.. ,PG Taught,2.5,2.5,2.5,2.5,0,0,2.5,2.5,2.5,2.5,0,0,2.5,0,2.5
Latvian,Finance  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0
Latvian,Finance  ,PG Taught,2.5,2.5,2.5,6,2.5,0,2.5,0,0,2.5,0,0,2.5,0,0
Latvian,Gender Stud.. ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,2.5,2.5
Latvian,Geography  and Environ.. ,UG Degree,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0
Latvian,Geography  and Environ.. ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Latvian,Government  ,UG Degree,5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Latvian,Government  ,PG Taught,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvian,International.. ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Latvian,International.. ,UG Degree,2.5,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Latvian,International  Relations ,UG Degree,2.5,0,0,2.5,2.5,0,2.5,0,0,2.5,0,0,0,0,0
Latvian,International  Relations ,PG Taught,2.5,2.5,2.5,0,0,0,0,0,0,2.5,2.5,0,0,0,0
Latvian,Language C.. ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Latvian,Law School  ,UG Degree,2.5,2.5,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,2.5,0
Latvian,Law School  ,PG Taught,2.5,0,0,0,0,0,2.5,0,0,0,0,0,2.5,2.5,2.5
Latvian,Management  ,UG Degree,2.5,0,0,2.5,0,0,5,2.5,2.5,2.5,0,0,2.5,0,0
Latvian,Management  ,PG Taught,2.5,0,0,5,2.5,2.5,2.5,2.5,0,0,0,0,2.5,0,0
Latvian,Mathematics  ,UG Degree,2.5,0,0,2.5,2.5,0,2.5,0,0,2.5,0,0,2.5,0,0
Latvian,Mathematics  ,PG Taught,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0
Latvian,Media and C.. ,PG Taught,0,0,0,2.5,0,0,2.5,2.5,2.5,2.5,0,0,0,0,0
Latvian,Methodology ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Latvian,"Philosophy,  Logic and S.. ",UG Degree,2.5,0,0,2.5,2.5,0,2.5,0,0,0,0,0,2.5,0,0
Latvian,"Philosophy,  Logic and S.. ",PG Taught,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0
Latvian,Psychological  and Behavio.. ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Latvian,Psychological  and Behavio.. ,PG Taught,2.5,2.5,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0
Latvian,Social Policy  Social Policy ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Latvian,Social Policy  Social Policy ,PG Taught,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Latvian,Sociology  ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0
Latvian,Sociology  ,PG Taught,2.5,0,0,2.5,2.5,0,2.5,2.5,2.5,2.5,0,0,2.5,0,0
Latvian,Statistics  ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Latvian,Statistics  ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Lebanese,Accounting  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,5,0,0,6,0,0
Lebanese,Accounting  ,PG Taught,2.5,0,0,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0
Lebanese,Anthropology  ,UG Degree,2.5,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Lebanese,Anthropology  ,PG Taught,2.5,2.5,0,2.5,2.5,0,2.5,2.5,2.5,0,0,0,0,0,0
Lebanese,Economic  History ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanese,Economic  History ,PG Taught,2.5,2.5,2.5,0,0,0,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,2.5
Lebanese,Economics  ,UG Degree,2.5,0,0,11,0,0,14,0,0,5,2.5,0,6,0,0
Lebanese,Economics  ,PG Taught,2.5,2.5,2.5,5,2.5,2.5,2.5,0,0,2.5,0,0,2.5,2.5,0
Lebanese,European In.. ,PG Taught,2.5,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Lebanese,Finance  ,UG Degree,7,2.5,0,10,2.5,0,5,0,0,2.5,0,0,9,0,0
Lebanese,Finance  ,PG Taught,13,2.5,2.5,12,2.5,2.5,13,2.5,0,11,2.5,2.5,27,2.5,2.5
Lebanese,Gender Stud.. ,PG Taught,2.5,0,0,2.5,2.5,0,6,2.5,2.5,5,2.5,0,2.5,0,0
Lebanese,Geography  and Environ.. ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0
Lebanese,Geography  and Environ.. ,PG Taught,11,2.5,2.5,6,2.5,2.5,9,2.5,2.5,8,0,0,6,2.5,0
Lebanese,Government  ,UG Degree,5,0,0,2.5,0,0,6,0,0,6,2.5,0,6,0,0
Lebanese,Government  ,PG Taught,12,2.5,2.5,8,2.5,0,5,2.5,0,2.5,0,0,2.5,2.5,0
Lebanese,Health Policy ,PG Taught,2.5,0,0,2.5,2.5,0,2.5,2.5,0,2.5,2.5,0,2.5,2.5,2.5
Lebanese,International.. ,PG Taught,12,2.5,2.5,7,2.5,2.5,6,5,2.5,10,7,2.5,7,5,2.5
Lebanese,International  History ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Lebanese,International  History ,PG Taught,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0
Lebanese,International  Relations ,UG Degree,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0
Lebanese,International  Relations ,PG Taught,6,2.5,0,8,2.5,0,2.5,2.5,2.5,2.5,0,2.5,6,0,0
Lebanese,Law School  ,UG Degree,6,2.5,0,7,0,0,2.5,0,0,6,0,0,10,0,0
Lebanese,Law School  ,PG Taught,2.5,0,0,2.5,0,0,2.5,0,0,5,0,0,2.5,0,0
Lebanese,Management  ,UG Degree,8,2.5,0,12,0,0,7,2.5,0,9,2.5,2.5,5,2.5,2.5
Lebanese,Management  ,PG Taught,12,2.5,2.5,19,5,2.5,11,2.5,2.5,15,2.5,2.5,12,2.5,0
Lebanese,Mathematics  ,UG Degree,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0
Lebanese,Mathematics  ,PG Taught,2.5,0,0,2.5,2.5,2.5,2.5,0,0,2.5,2.5,2.5,2.5,2.5,0
Lebanese,Media and C.. ,PG Taught,5,2.5,2.5,2.5,2.5,0,5,2.5,2.5,2.5,2.5,0,0,0,0
Lebanese,Methodology ,PG Taught,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0
Lebanese,"Philosophy,  Logic and S.. ",UG Degree,2.5,2.5,2.5,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0
Lebanese,"Philosophy,  Logic and S.. ",PG Taught,0,0,0,2.5,2.5,2.5,0,0,0,2.5,0,0,0,0,0
Lebanese,Psychological  and Behavio.. ,UG Degree,0,0,0,2.5,0,0,0,0,0,2.5,0,0,2.5,2.5,2.5
Lebanese,Psychological  and Behavio.. ,PG Taught,5,0,0,8,5,2.5,11,5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Lebanese,School of Pu.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,5,2.5,0,2.5,2.5,0,2.5,2.5,0
Lebanese,Social Policy  ,UG Degree,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0,2.5,2.5,2.5
Lebanese,Social Policy  ,PG Taught,6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0,5,2.5,2.5
Lebanese,Sociology  ,UG Degree,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0
Lebanese,Sociology  ,PG Taught,2.5,2.5,0,2.5,2.5,0,2.5,0,2.5,5,2.5,2.5,5,2.5,0
Lebanese,Statistics  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Lebanese,Statistics  ,PG Taught,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Lesotho,Accounting ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Lesotho,Finance ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Lesotho,Geography .. ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,2.5,0
Lesotho,Health Policy ,PG Taught,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0
Lesotho,International.. ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Lesotho,International.. ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Lesotho,Law School ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Management ,PG Taught,0,0,0,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0
Lesotho,Mathematics ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Lesotho,School of Pu.. ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Lesotho,Sociology ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Lesotho,Statistics ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Liberian,Economic Hi.. ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Liberian,Finance ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Liberian,Gender Stud.. ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberian,Geography .. ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Liberian,Government ,PG Taught,0,0,0,2.5,0,0,2.5,2.5,0,2.5,0,0,0,0,0
Liberian,Health Policy ,PG Taught,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0
Liberian,International.. ,PG Taught,2.5,0,0,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0
Liberian,Law School  ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Liberian,Law School  ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Liberian,Management ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberian,Mathematics ,PG Taught,0,0,0,0,0,0,2.5,2.5,0,2.5,2.5,0,0,0,0
Liberian,Media and C.. ,PG Taught,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Liberian,School of Pu.. ,PG Taught,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0
Liberian,Social Policy ,PG Taught,0,0,0,0,0,0,2.5,2.5,0,2.5,0,0,0,0,0
Liberian,Sociology ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,0,0,5,0,0
Libyan,Accounting ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Libyan,Economic Hi.. ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Libyan,Economics  European In.. ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0
Libyan,Economics  European In.. ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Libyan,Finance ,PG Taught,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0
Libyan,Gender Stud.. ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Libyan,Geography  and Environ.. ,UG Degree,0,0,0,2.5,2.5,0,2.5,2.5,0,0,0,0,0,0,0
Libyan,Geography  and Environ.. ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,0,2.5,2.5,0
Libyan,Government  ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Libyan,Government  ,PG Taught,2.5,0,0,0,0,0,2.5,0,0,0,0,0,2.5,2.5,2.5
Libyan,International.. ,PG Taught,2.5,0,0,0,0,0,2.5,2.5,0,5,2.5,0,2.5,2.5,0
Libyan,International.. ,PG Taught,0,0,0,0,0,0,2.5,0,0,2.5,2.5,2.5,2.5,0,0
Libyan,Law School  ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Libyan,Law School  ,PG Taught,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0
Libyan,Management  ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Libyan,Management  ,PG Taught,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Libyan,Mathematics ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libyan,Media and C.. ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Libyan,"Philosophy, .. ",UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Libyan,Social Policy  Sociology ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Libyan,Social Policy  Sociology ,PG Taught,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Libyan,Statistics  ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Libyan,Statistics  ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,Accounting ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Liechtenstein,Finance ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5
Liechtenstein,Government  ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,Government  ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,International.. ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Liechtenstein,International  Relations ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,International  Relations ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,Media and C.. ,PG Taught,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Liechtenstein,"Philosophy, .. ",UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Lithuanian,Accounting  ,UG Degree,2.5,2.5,0,2.5,2.5,2.5,2.5,0,0,2.5,2.5,0,5,2.5,0
Lithuanian,Accounting  ,PG Taught,2.5,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0
Lithuanian,Anthropology ,UG Degree,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0,2.5,2.5,0
Lithuanian,Economic  History ,UG Degree,2.5,0,0,2.5,2.5,2.5,2.5,0,0,2.5,0,0,2.5,2.5,0
Lithuanian,Economic  History ,PG Taught,2.5,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Lithuanian,Economics  ,UG Degree,11,0,0,11,0,0,9,0,0,9,0,0,7,0,0
Lithuanian,Economics  ,PG Taught,2.5,2.5,0,2.5,0,0,2.5,0,0,0,0,0,2.5,2.5,0
Lithuanian,European In.. ,PG Taught,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0
Lithuanian,Finance  ,UG Degree,6,2.5,0,8,2.5,2.5,2.5,2.5,0,2.5,0,0,2.5,0,0
Lithuanian,Finance  ,PG Taught,0,0,0,7,2.5,2.5,5,2.5,0,2.5,2.5,2.5,2.5,2.5,0
Lithuanian,Gender Stud.. ,PG Taught,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0
Lithuanian,Geography  and Environ.. ,UG Degree,2.5,0,0,2.5,2.5,2.5,0,0,0,2.5,0,0,2.5,0,0
Lithuanian,Geography  and Environ.. ,PG Taught,2.5,0,0,2.5,0,0,2.5,2.5,0,8,2.5,2.5,2.5,2.5,2.5
Lithuanian,Government  ,UG Degree,11,2.5,0,13,0,0,9,2.5,0,6,0,0,10,2.5,2.5
Lithuanian,Government  ,PG Taught,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,0,2.5,0,0,2.5,2.5,2.5
Lithuanian,Health Policy ,PG Taught,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0
Lithuanian,International.. ,PG Taught,2.5,2.5,0,2.5,2.5,0,0,0,0,2.5,0,0,0,0,0
Lithuanian,International  History ,UG Degree,2.5,0,0,2.5,2.5,0,2.5,0,0,2.5,2.5,0,5,2.5,2.5
Lithuanian,International  History ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Lithuanian,International  Relations ,UG Degree,6,2.5,2.5,2.5,0,0,2.5,0,0,2.5,2.5,0,2.5,0,0
Lithuanian,International  Relations ,PG Taught,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,0,2.5,0,0,2.5,0,0
Lithuanian,Language C.. ,UG Degree,2.5,0,0,2.5,2.5,2.5,0,0,0,2.5,0,0,2.5,0,0
Lithuanian,Law School  ,UG Degree,5,2.5,2.5,10,2.5,2.5,8,0,0,10,0,0,2.5,0,0
Lithuanian,Law School  ,PG Taught,2.5,0,0,2.5,2.5,0,2.5,0,0,2.5,2.5,2.5,0,0,0
Lithuanian,Management  ,UG Degree,8,2.5,0,2.5,0,0,5,2.5,2.5,2.5,0,0,2.5,2.5,0
Lithuanian,Management  ,PG Taught,5,2.5,2.5,7,2.5,2.5,2.5,2.5,0,2.5,2.5,2.5,2.5,0,0
Lithuanian,Mathematics  ,UG Degree,2.5,2.5,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,2.5,0
Lithuanian,Mathematics  ,PG Taught,2.5,2.5,0,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0
Lithuanian,Media and C.. ,PG Taught,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,2.5,0
Lithuanian,"Philosophy,  Logic and S.. ",UG Degree,7,0,0,6,0,0,5,0,0,2.5,2.5,2.5,2.5,0,0
Lithuanian,"Philosophy,  Logic and S.. ",PG Taught,0,0,0,2.5,2.5,0,2.5,2.5,0,2.5,2.5,0,0,0,0
Lithuanian,Psychological  and Behavio.. ,UG Degree,2.5,2.5,0,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0
Lithuanian,Psychological  and Behavio.. ,PG Taught,5,2.5,2.5,2.5,0,0,2.5,0,0,2.5,2.5,2.5,2.5,2.5,2.5
Lithuanian,School of Pu.. ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuanian,Social Policy  ,UG Degree,2.5,2.5,0,2.5,2.5,0,2.5,0,0,2.5,0,0,2.5,0,0
Lithuanian,Social Policy  ,PG Taught,2.5,0,0,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,2.5,2.5,2.5
Lithuanian,Sociology  ,UG Degree,2.5,0,0,2.5,0,0,0,0,0,0,0,0,2.5,2.5,0
Lithuanian,Sociology  ,PG Taught,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0
Lithuanian,Statistics  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Lithuanian,Statistics  ,PG Taught,2.5,2.5,0,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0
Luxembourg.. ,,UG Degree,2.5,0,0,0,0,0,2.5,0,0,0,0,0,2.5,0,0
Luxembourg.. ,Anthropology  ,UG Degree,0,0,0,2.5,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Luxembourg.. ,Anthropology  ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,2.5,0
Luxembourg.. ,Economic Hi.. ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Luxembourg.. ,Economics  ,UG Degree,2.5,0,0,0,0,0,2.5,0,0,7,0,0,2.5,0,0
Luxembourg.. ,Economics  ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg.. ,European In.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,6,2.5,2.5
Luxembourg.. ,Finance  ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Luxembourg.. ,Finance  ,PG Taught,2.5,2.5,0,6,2.5,2.5,5,0,0,5,2.5,0,6,2.5,0
Luxembourg.. ,Geography  and Environ.. ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Luxembourg.. ,Geography  and Environ.. ,PG Taught,2.5,2.5,0,2.5,0,0,2.5,2.5,0,2.5,2.5,0,2.5,2.5,2.5
Luxembourg.. ,Government  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,5,0,0,2.5,2.5,0
Luxembourg.. ,Government  ,PG Taught,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,2.5,2.5
Luxembourg.. ,Health Policy ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Luxembourg.. ,International.. ,PG Taught,0,0,0,5,2.5,2.5,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,0
Luxembourg.. ,International  History ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Luxembourg.. ,International  History ,PG Taught,2.5,0,0,0,0,0,2.5,2.5,0,0,0,0,2.5,2.5,2.5
Luxembourg.. ,International  Relations ,UG Degree,0,0,0,2.5,2.5,2.5,2.5,0,0,0,0,0,2.5,0,0
Luxembourg.. ,International  Relations ,PG Taught,2.5,0,0,5,2.5,2.5,2.5,2.5,0,2.5,2.5,2.5,5,2.5,2.5
Luxembourg.. ,Language C.. ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg.. ,Law School  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,2.5,0,0,0,0
Luxembourg.. ,Law School  ,PG Taught,2.5,2.5,2.5,2.5,0,0,2.5,0,0,2.5,2.5,2.5,6,2.5,2.5
Luxembourg.. ,Management  ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Luxembourg.. ,Management  ,PG Taught,7,2.5,2.5,2.5,0,0,2.5,0,0,2.5,2.5,2.5,8,2.5,2.5
Luxembourg.. ,Mathematics  ,UG Degree,2.5,2.5,0,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Luxembourg.. ,Mathematics  ,PG Taught,2.5,0,0,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0
Luxembourg.. ,Media and C.. ,PG Taught,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5
Luxembourg.. ,"Philosophy, .. ",UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Luxembourg.. ,Psychological  and Behavio.. ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Luxembourg.. ,Psychological  and Behavio.. ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,0,2.5,2.5,0
Luxembourg.. ,School of Pu.. ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5
Luxembourg.. ,Social Policy  ,UG Degree,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0
Luxembourg.. ,Social Policy  ,PG Taught,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5
Luxembourg.. ,Sociology  ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Luxembourg.. ,Sociology  ,PG Taught,2.5,0,0,2.5,0,0,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0
Luxembourg.. ,Statistics  ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Luxembourg.. ,Statistics  ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macau,Accounting  ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0
