Nationality,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023,Acceptance Rate 2019,Entrance Rate 2019,Acceptance Rate 2020,Entrance Rate 2020,Acceptance Rate 2021,Entrance Rate 2021,Acceptance Rate 2022,Entrance Rate 2022,Acceptance Rate 2023,Entrance Rate 2023
Danish,Social Policy  ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,0.0,0.0,,0.0,,,,1.0,0.0
Danish,Social Policy  ,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,
Danish,Sociology  ,UG Degree,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,
Danish,Sociology  ,PG Taught,2.5,2.5,2.5,7.0,5.0,2.5,6.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,1.0,1.0,0.7142857142857143,0.5,0.4166666666666667,1.0,0.0,,1.0,1.0
Danish,Statistics  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
Danish,Statistics  ,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,1.0,1.0,0.0,,,,0.0,,1.0,1.0
Estonian,Accounting ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,
Estonian,Anthropology ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,,
Estonian,Economics  ,UG Degree,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,
Estonian,Economics  ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,
Estonian,European In.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,,,,,
Estonian,Finance  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,0.0,,0.0,,,,0.0,
Estonian,Finance  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,,,0.0,,,,,,1.0,1.0
Estonian,Geography .. ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,,
Estonian,Government  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,
Estonian,Government  ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,,,,,,,,,1.0,0.0
Estonian,Health Policy ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,,,,,,
Estonian,International.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,1.0,0.0,,
Estonian,International.. ,UG Degree,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,
Estonian,International  Relations ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
Estonian,International  Relations ,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,0.0,,,0.0,,,,1.0,0.0
Estonian,Language C.. ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,
Estonian,Law School  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Estonian,Law School  ,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,1.0,0.0,,,,,,,1.0,1.0
Estonian,Management  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,
Estonian,Management  ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,
Estonian,Mathematics  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,,,0.0,,0.0,,,,1.0,0.0
Estonian,Mathematics  ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Estonian,Media and C.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,,,,,,
Estonian,Methodology ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,0.0,,,,,,0.0,
Estonian,"Philosophy,  Logic and S.. ",UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,
Estonian,"Philosophy,  Logic and S.. ",PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,1.0,,,,,,,1.0,0.0
Estonian,Psychological  and Behavio.. ,UG Degree,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,,,,
Estonian,Psychological  and Behavio.. ,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,1.0,0.0,,
Estonian,School of Pu.. ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Estonian,Social Policy ,UG Degree,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.0,,,
Estonian,Sociology  ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Estonian,Sociology  ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,
Estonian,Statistics  ,UG Degree,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,1.0,,,,
Estonian,Statistics  ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Finnish,Accounting  ,UG Degree,2.5,0.0,0.0,6.0,0.0,0.0,2.5,0.0,0.0,6.0,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
Finnish,Accounting  ,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,1.0,1.0,,,1.0,1.0,,,0.0,
Finnish,Anthropology  ,UG Degree,2.5,2.5,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Finnish,Anthropology  ,PG Taught,5.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,0.5,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0
Finnish,Economic  History ,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,1.0,1.0,,
Finnish,Economic  History ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,,,1.0,1.0,,,0.0,,1.0,1.0
Finnish,Economics  ,UG Degree,10.0,2.5,0.0,7.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,2.5,0.0,0.0,0.25,0.0,0.0,,0.0,,0.0,,0.0,
Finnish,Economics  ,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,5.0,2.5,2.5,2.5,2.5,0.0,1.0,0.0,0.0,,1.0,1.0,0.5,1.0,1.0,0.0
Finnish,European In.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,5.0,2.5,2.5,2.5,2.5,0.0,5.0,2.5,2.5,,,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0
Finnish,Finance  ,UG Degree,2.5,0.0,0.0,7.0,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,,0.35714285714285715,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Finnish,Finance  ,PG Taught,10.0,5.0,2.5,2.5,2.5,0.0,2.5,0.0,0.0,6.0,2.5,0.0,6.0,2.5,2.5,0.5,0.5,1.0,0.0,0.0,,0.4166666666666667,0.0,0.4166666666666667,1.0
Finnish,Gender Stud.. ,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,
Finnish,Geography  and Environ.. ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,5.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
Finnish,Geography  and Environ.. ,PG Taught,2.5,2.5,2.5,7.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,1.0,1.0,0.35714285714285715,1.0,1.0,1.0,1.0,0.0,,
Finnish,Government  ,UG Degree,6.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,8.0,2.5,0.0,6.0,2.5,2.5,0.0,,0.0,,0.0,,0.3125,0.0,0.4166666666666667,1.0
Finnish,Government  ,PG Taught,5.0,2.5,2.5,2.5,0.0,0.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.0,0.0,,0.5,1.0,1.0,1.0,1.0,1.0
Finnish,International.. ,PG Taught,2.5,2.5,2.5,5.0,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,2.5,2.5,2.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Finnish,International  History ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,1.0,,
Finnish,International  History ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,1.0,1.0,1.0,1.0,,,0.0,,1.0,1.0
Finnish,International  Relations ,UG Degree,7.0,0.0,0.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.0,,0.5,1.0,1.0,1.0,0.0,,1.0,0.0
Finnish,International  Relations ,PG Taught,5.0,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.5,0.0,1.0,1.0,0.0,,0.0,,1.0,1.0
Finnish,Language C.. ,UG Degree,0.0,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,0.5,0.0,0.0,,,,0.0,
Finnish,Law School  ,UG Degree,12.0,2.5,0.0,13.0,2.5,2.5,8.0,0.0,0.0,7.0,2.5,2.5,2.5,0.0,0.0,0.20833333333333334,0.0,0.19230769230769232,1.0,0.0,,0.35714285714285715,1.0,0.0,
Finnish,Law School  ,PG Taught,9.0,2.5,2.5,6.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,0.2777777777777778,1.0,0.4166666666666667,1.0,0.0,,1.0,0.0,1.0,1.0
Finnish,Management  ,UG Degree,2.5,2.5,2.5,5.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,
Finnish,Management  ,PG Taught,6.0,2.5,2.5,7.0,2.5,0.0,9.0,7.0,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.4166666666666667,1.0,0.35714285714285715,0.0,0.7777777777777778,0.35714285714285715,0.0,,1.0,0.0
Finnish,Mathematics  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,,,0.0,,,,1.0,0.0,0.0,
Finnish,Mathematics  ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,,,1.0,1.0,1.0,1.0,0.0,,1.0,0.0
Finnish,Media and C.. ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,,
Finnish,Methodology ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,
Finnish,"Philosophy,  Logic and S.. ",UG Degree,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,
Finnish,"Philosophy,  Logic and S.. ",PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,,
Finnish,Psychological  and Behavio.. ,UG Degree,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,1.0,0.0,,
Finnish,Psychological  and Behavio.. ,PG Taught,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Finnish,Social Policy  ,UG Degree,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,,
Finnish,Social Policy  ,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,1.0,0.0,1.0,1.0,,,1.0,1.0,1.0,0.0
Finnish,Sociology  ,UG Degree,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.0,,,
Finnish,Sociology  ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,
Finnish,Statistics  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Finnish,Statistics  ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,0.0,,,,1.0,1.0,,
French,Accounting  ,UG Degree,20.0,2.5,2.5,29.0,2.5,2.5,21.0,2.5,2.5,25.0,5.0,2.5,24.0,2.5,0.0,0.125,1.0,0.08620689655172414,1.0,0.11904761904761904,1.0,0.2,0.5,0.10416666666666667,0.0
French,Accounting  ,PG Taught,29.0,19.0,16.0,31.0,22.0,15.0,32.0,23.0,15.0,30.0,18.0,17.0,35.0,24.0,16.0,0.6551724137931034,0.8421052631578947,0.7096774193548387,0.6818181818181818,0.71875,0.6521739130434783,0.6,0.9444444444444444,0.6857142857142857,0.6666666666666666
French,Anthropology  Anthropology ,UG Degree,24.0,9.0,2.5,16.0,2.5,0.0,14.0,2.5,2.5,17.0,9.0,2.5,11.0,2.5,0.0,0.375,0.2777777777777778,0.15625,0.0,0.17857142857142858,1.0,0.5294117647058824,0.2777777777777778,0.22727272727272727,0.0
French,Anthropology  Anthropology ,PG Taught,2.5,2.5,0.0,7.0,2.5,2.5,10.0,7.0,2.5,10.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,0.35714285714285715,1.0,0.7,0.35714285714285715,0.7,0.7142857142857143,,
French,Economic  History ,UG Degree,14.0,2.5,2.5,18.0,6.0,2.5,22.0,2.5,2.5,20.0,2.5,2.5,20.0,2.5,0.0,0.17857142857142858,1.0,0.3333333333333333,0.4166666666666667,0.11363636363636363,1.0,0.125,1.0,0.125,0.0
French,Economic  History ,PG Taught,6.0,2.5,2.5,8.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,5.0,2.5,2.5,0.4166666666666667,1.0,0.3125,1.0,1.0,1.0,0.5,1.0,0.5,1.0
French,Economics  ,UG Degree,70.0,2.5,2.5,96.0,2.5,2.5,92.0,6.0,2.5,76.0,6.0,2.5,84.0,2.5,2.5,0.03571428571428571,1.0,0.026041666666666668,1.0,0.06521739130434782,0.4166666666666667,0.07894736842105263,0.4166666666666667,0.02976190476190476,1.0
French,Economics  ,PG Taught,16.0,9.0,2.5,24.0,12.0,2.5,14.0,2.5,2.5,25.0,11.0,2.5,31.0,16.0,8.0,0.5625,0.2777777777777778,0.5,0.20833333333333334,0.17857142857142858,1.0,0.44,0.22727272727272727,0.5161290322580645,0.5
French,European In.. ,PG Taught,71.0,42.0,39.0,62.0,39.0,33.0,72.0,37.0,36.0,89.0,48.0,37.0,88.0,51.0,46.0,0.5915492957746479,0.9285714285714286,0.6290322580645161,0.8461538461538461,0.5138888888888888,0.972972972972973,0.5393258426966292,0.7708333333333334,0.5795454545454546,0.9019607843137255
French,Finance  ,UG Degree,28.0,8.0,2.5,37.0,5.0,2.5,41.0,2.5,2.5,35.0,2.5,2.5,41.0,8.0,2.5,0.2857142857142857,0.3125,0.13513513513513514,0.5,0.06097560975609756,1.0,0.07142857142857142,1.0,0.1951219512195122,0.3125
French,Finance  ,PG Taught,120.0,28.0,12.0,104.0,22.0,12.0,103.0,20.0,10.0,88.0,15.0,5.0,88.0,21.0,10.0,0.23333333333333334,0.42857142857142855,0.21153846153846154,0.5454545454545454,0.1941747572815534,0.5,0.17045454545454544,0.3333333333333333,0.23863636363636365,0.47619047619047616
French,Gender Stud.. ,PG Taught,23.0,10.0,7.0,16.0,7.0,8.0,19.0,8.0,6.0,10.0,6.0,2.5,9.0,6.0,2.5,0.43478260869565216,0.7,0.4375,1.1428571428571428,0.42105263157894735,0.75,0.6,0.4166666666666667,0.6666666666666666,0.4166666666666667
French,Geography  and Environ.. ,UG Degree,46.0,16.0,2.5,29.0,5.0,2.5,23.0,2.5,0.0,33.0,2.5,2.5,17.0,2.5,2.5,0.34782608695652173,0.15625,0.1724137931034483,0.5,0.10869565217391304,0.0,0.07575757575757576,1.0,0.14705882352941177,1.0
French,Geography  and Environ.. ,PG Taught,85.0,27.0,39.0,120.0,45.0,25.0,99.0,26.0,21.0,97.0,30.0,22.0,63.0,29.0,16.0,0.3176470588235294,1.4444444444444444,0.375,0.5555555555555556,0.26262626262626265,0.8076923076923077,0.30927835051546393,0.7333333333333333,0.4603174603174603,0.5517241379310345
French,Government  ,UG Degree,253.0,22.0,11.0,231.0,9.0,6.0,258.0,14.0,5.0,169.0,14.0,5.0,165.0,9.0,2.5,0.08695652173913043,0.5,0.03896103896103896,0.6666666666666666,0.05426356589147287,0.35714285714285715,0.08284023668639054,0.35714285714285715,0.05454545454545454,0.2777777777777778
French,Government  ,PG Taught,57.0,14.0,11.0,85.0,26.0,17.0,90.0,24.0,12.0,80.0,24.0,15.0,56.0,24.0,16.0,0.24561403508771928,0.7857142857142857,0.3058823529411765,0.6538461538461539,0.26666666666666666,0.5,0.3,0.625,0.42857142857142855,0.6666666666666666
French,Health Policy ,PG Taught,14.0,11.0,2.5,15.0,10.0,7.0,2.5,2.5,2.5,6.0,2.5,2.5,15.0,7.0,5.0,0.7857142857142857,0.22727272727272727,0.6666666666666666,0.7,1.0,1.0,0.4166666666666667,1.0,0.4666666666666667,0.7142857142857143
French,International.. ,PG Taught,59.0,18.0,14.0,66.0,24.0,16.0,80.0,31.0,24.0,56.0,23.0,13.0,45.0,21.0,17.0,0.3050847457627119,0.7777777777777778,0.36363636363636365,0.6666666666666666,0.3875,0.7741935483870968,0.4107142857142857,0.5652173913043478,0.4666666666666667,0.8095238095238095
French,International  History ,UG Degree,50.0,11.0,2.5,56.0,19.0,11.0,36.0,2.5,2.5,53.0,15.0,2.5,44.0,2.5,2.5,0.22,0.22727272727272727,0.3392857142857143,0.5789473684210527,0.06944444444444445,1.0,0.2830188679245283,0.16666666666666666,0.056818181818181816,1.0
French,International  History ,PG Taught,12.0,7.0,5.0,15.0,8.0,6.0,10.0,7.0,5.0,9.0,5.0,7.0,15.0,11.0,8.0,0.5833333333333334,0.7142857142857143,0.5333333333333333,0.75,0.7,0.7142857142857143,0.5555555555555556,1.4,0.7333333333333333,0.7272727272727273
French,International  Relations ,UG Degree,103.0,9.0,5.0,78.0,9.0,5.0,105.0,14.0,2.5,82.0,24.0,13.0,78.0,27.0,7.0,0.08737864077669903,0.5555555555555556,0.11538461538461539,0.5555555555555556,0.13333333333333333,0.17857142857142858,0.2926829268292683,0.5416666666666666,0.34615384615384615,0.25925925925925924
French,International  Relations ,PG Taught,69.0,18.0,21.0,79.0,32.0,21.0,71.0,24.0,25.0,73.0,20.0,20.0,68.0,18.0,15.0,0.2608695652173913,1.1666666666666667,0.4050632911392405,0.65625,0.3380281690140845,1.0416666666666667,0.273972602739726,1.0,0.2647058823529412,0.8333333333333334
French,Language C.. ,UG Degree,33.0,5.0,2.5,37.0,7.0,2.5,20.0,13.0,6.0,26.0,12.0,5.0,7.0,5.0,2.5,0.15151515151515152,0.5,0.1891891891891892,0.35714285714285715,0.65,0.46153846153846156,0.46153846153846156,0.4166666666666667,0.7142857142857143,0.5
French,Law School  ,UG Degree,50.0,6.0,2.5,37.0,2.5,2.5,53.0,5.0,2.5,45.0,2.5,2.5,29.0,2.5,0.0,0.12,0.4166666666666667,0.06756756756756757,1.0,0.09433962264150944,0.5,0.05555555555555555,1.0,0.08620689655172414,0.0
French,Law School  ,PG Taught,78.0,17.0,8.0,52.0,14.0,9.0,42.0,18.0,5.0,39.0,9.0,5.0,38.0,17.0,6.0,0.21794871794871795,0.47058823529411764,0.2692307692307692,0.6428571428571429,0.42857142857142855,0.2777777777777778,0.23076923076923078,0.5555555555555556,0.4473684210526316,0.35294117647058826
French,Management  ,UG Degree,256.0,58.0,21.0,257.0,63.0,35.0,200.0,19.0,8.0,155.0,18.0,11.0,147.0,25.0,9.0,0.2265625,0.3620689655172414,0.245136186770428,0.5555555555555556,0.095,0.42105263157894735,0.11612903225806452,0.6111111111111112,0.17006802721088435,0.36
French,Management  ,PG Taught,168.0,66.0,34.0,177.0,66.0,28.0,162.0,33.0,16.0,137.0,46.0,23.0,154.0,45.0,22.0,0.39285714285714285,0.5151515151515151,0.3728813559322034,0.42424242424242425,0.2037037037037037,0.48484848484848486,0.3357664233576642,0.5,0.2922077922077922,0.4888888888888889
French,Mathematics  ,UG Degree,53.0,11.0,2.5,44.0,11.0,5.0,47.0,2.5,2.5,42.0,2.5,2.5,78.0,2.5,2.5,0.20754716981132076,0.22727272727272727,0.25,0.45454545454545453,0.05319148936170213,1.0,0.05952380952380952,1.0,0.03205128205128205,1.0
French,Mathematics  ,PG Taught,19.0,10.0,2.5,27.0,13.0,6.0,21.0,9.0,2.5,16.0,6.0,2.5,19.0,14.0,5.0,0.5263157894736842,0.25,0.48148148148148145,0.46153846153846156,0.42857142857142855,0.2777777777777778,0.375,0.4166666666666667,0.7368421052631579,0.35714285714285715
French,Media and C.. ,PG Taught,50.0,19.0,12.0,48.0,14.0,10.0,49.0,19.0,13.0,26.0,10.0,6.0,21.0,8.0,2.5,0.38,0.631578947368421,0.2916666666666667,0.7142857142857143,0.3877551020408163,0.6842105263157895,0.38461538461538464,0.6,0.38095238095238093,0.3125
French,Methodology ,PG Taught,9.0,2.5,2.5,8.0,2.5,0.0,6.0,0.0,0.0,13.0,5.0,2.5,2.5,2.5,2.5,0.2777777777777778,1.0,0.3125,0.0,0.0,,0.38461538461538464,0.5,1.0,1.0
French,"Philosophy,  Logic and S.. ",UG Degree,137.0,12.0,2.5,113.0,16.0,7.0,75.0,6.0,2.5,64.0,5.0,2.5,66.0,7.0,2.5,0.08759124087591241,0.20833333333333334,0.1415929203539823,0.4375,0.08,0.4166666666666667,0.078125,0.5,0.10606060606060606,0.35714285714285715
French,"Philosophy,  Logic and S.. ",PG Taught,7.0,2.5,2.5,9.0,2.5,2.5,8.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.35714285714285715,1.0,0.2777777777777778,1.0,0.3125,1.0,1.0,1.0,1.0,0.0
French,Psychological  and Behavio.. ,UG Degree,16.0,2.5,2.5,19.0,6.0,2.5,9.0,2.5,0.0,11.0,2.5,2.5,7.0,2.5,0.0,0.15625,1.0,0.3157894736842105,0.4166666666666667,0.2777777777777778,0.0,0.22727272727272727,1.0,0.35714285714285715,0.0
French,Psychological  and Behavio.. ,PG Taught,26.0,7.0,2.5,13.0,2.5,2.5,23.0,5.0,2.5,13.0,2.5,2.5,11.0,2.5,2.5,0.2692307692307692,0.35714285714285715,0.19230769230769232,1.0,0.21739130434782608,0.5,0.19230769230769232,1.0,0.22727272727272727,1.0
French,School of Pu.. ,PG Taught,30.0,14.0,2.5,27.0,17.0,2.5,16.0,11.0,2.5,34.0,19.0,14.0,36.0,20.0,18.0,0.4666666666666667,0.17857142857142858,0.6296296296296297,0.14705882352941177,0.6875,0.22727272727272727,0.5588235294117647,0.7368421052631579,0.5555555555555556,0.9
