Nationality,EU,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023,Salary Group
Hungarian,Yes,International Relations,UG Degree,6.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,Low
Hungarian,Yes,International Relations,PG Taught,2.5,0.0,0.0,7.0,2.5,2.5,6.0,2.5,2.5,2.5,0.0,0.0,8.0,2.5,2.5,Low
Hungarian,Yes,International Relations,PG Taught,2.5,0.0,0.0,7.0,2.5,2.5,6.0,2.5,2.5,2.5,0.0,0.0,8.0,2.5,2.5,Low
Hungarian,Yes,International Relations,PG Taught,2.5,0.0,0.0,7.0,2.5,2.5,6.0,2.5,2.5,2.5,0.0,0.0,8.0,2.5,2.5,Low
Hungarian,Yes,International Relations,PG Taught,2.5,0.0,0.0,7.0,2.5,2.5,6.0,2.5,2.5,2.5,0.0,0.0,8.0,2.5,2.5,Low
Hungarian,Yes,International Relations,PG Taught,2.5,0.0,0.0,7.0,2.5,2.5,6.0,2.5,2.5,2.5,0.0,0.0,8.0,2.5,2.5,Low
Hungarian,Yes,Language Centre,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,Low
Hungarian,Yes,Law School,UG Degree,9.0,2.5,2.5,7.0,0.0,0.0,9.0,2.5,0.0,9.0,2.5,2.5,7.0,0.0,0.0,
Hungarian,Yes,Law School,PG Taught,7.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,
Hungarian,Yes,Management,UG Degree,19.0,2.5,2.5,10.0,2.5,2.5,5.0,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,High
Hungarian,Yes,Management,UG Degree,19.0,2.5,2.5,10.0,2.5,2.5,5.0,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,High
Hungarian,Yes,Management,UG Degree,19.0,2.5,2.5,10.0,2.5,2.5,5.0,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,High
Hungarian,Yes,Management,UG Degree,19.0,2.5,2.5,10.0,2.5,2.5,5.0,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,High
Hungarian,Yes,Management,UG Degree,19.0,2.5,2.5,10.0,2.5,2.5,5.0,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,High
Hungarian,Yes,Management,UG Degree,19.0,2.5,2.5,10.0,2.5,2.5,5.0,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,High
Hungarian,Yes,Management,UG Degree,19.0,2.5,2.5,10.0,2.5,2.5,5.0,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,High
Hungarian,Yes,Management,UG Degree,19.0,2.5,2.5,10.0,2.5,2.5,5.0,0.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,High
Hungarian,Yes,Management,PG Taught,13.0,2.5,2.5,14.0,2.5,0.0,8.0,2.5,2.5,7.0,2.5,0.0,13.0,5.0,2.5,High
Hungarian,Yes,Management,PG Taught,13.0,2.5,2.5,14.0,2.5,0.0,8.0,2.5,2.5,7.0,2.5,0.0,13.0,5.0,2.5,High
Hungarian,Yes,Management,PG Taught,13.0,2.5,2.5,14.0,2.5,0.0,8.0,2.5,2.5,7.0,2.5,0.0,13.0,5.0,2.5,High
Hungarian,Yes,Management,PG Taught,13.0,2.5,2.5,14.0,2.5,0.0,8.0,2.5,2.5,7.0,2.5,0.0,13.0,5.0,2.5,High
Hungarian,Yes,Management,PG Taught,13.0,2.5,2.5,14.0,2.5,0.0,8.0,2.5,2.5,7.0,2.5,0.0,13.0,5.0,2.5,High
Hungarian,Yes,Management,PG Taught,13.0,2.5,2.5,14.0,2.5,0.0,8.0,2.5,2.5,7.0,2.5,0.0,13.0,5.0,2.5,High
Hungarian,Yes,Management,PG Taught,13.0,2.5,2.5,14.0,2.5,0.0,8.0,2.5,2.5,7.0,2.5,0.0,13.0,5.0,2.5,High
Hungarian,Yes,Management,PG Taught,13.0,2.5,2.5,14.0,2.5,0.0,8.0,2.5,2.5,7.0,2.5,0.0,13.0,5.0,2.5,High
Hungarian,Yes,Mathematics,UG Degree,5.0,0.0,0.0,5.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,5.0,2.5,0.0,High
Hungarian,Yes,Mathematics,UG Degree,5.0,0.0,0.0,5.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,5.0,2.5,0.0,High
Hungarian,Yes,Mathematics,UG Degree,5.0,0.0,0.0,5.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,5.0,2.5,0.0,High
Hungarian,Yes,Mathematics,PG Taught,5.0,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Mathematics,PG Taught,5.0,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Mathematics,PG Taught,5.0,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,Low
Hungarian,Yes,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,Low
Hungarian,Yes,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,Low
Hungarian,Yes,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,Low
Hungarian,Yes,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,Low
Hungarian,Yes,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,Low
Hungarian,Yes,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,Low
Hungarian,Yes,Methodology,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,High
Hungarian,Yes,"Philosophy, Logic And Scientific Method",UG Degree,8.0,2.5,0.0,8.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,6.0,2.5,0.0,Low
Hungarian,Yes,"Philosophy, Logic And Scientific Method",UG Degree,8.0,2.5,0.0,8.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,6.0,2.5,0.0,Low
Hungarian,Yes,"Philosophy, Logic And Scientific Method",PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,Low
Hungarian,Yes,"Philosophy, Logic And Scientific Method",PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,Low
Hungarian,Yes,Psychological And Behavioural Science,UG Degree,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,Low
Hungarian,Yes,Psychological And Behavioural Science,UG Degree,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,Low
Hungarian,Yes,Psychological And Behavioural Science,UG Degree,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,Low
Hungarian,Yes,Psychological And Behavioural Science,UG Degree,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,Low
Hungarian,Yes,Psychological And Behavioural Science,UG Degree,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,Low
Hungarian,Yes,Psychological And Behavioural Science,PG Taught,2.5,2.5,2.5,10.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,7.0,2.5,0.0,Low
Hungarian,Yes,Psychological And Behavioural Science,PG Taught,2.5,2.5,2.5,10.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,7.0,2.5,0.0,Low
Hungarian,Yes,Psychological And Behavioural Science,PG Taught,2.5,2.5,2.5,10.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,7.0,2.5,0.0,Low
Hungarian,Yes,Psychological And Behavioural Science,PG Taught,2.5,2.5,2.5,10.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,7.0,2.5,0.0,Low
Hungarian,Yes,Psychological And Behavioural Science,PG Taught,2.5,2.5,2.5,10.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,7.0,2.5,0.0,Low
Hungarian,Yes,Public Policy,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,
Hungarian,Yes,Social Policy,UG Degree,8.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,5.0,2.5,0.0,Low
Hungarian,Yes,Social Policy,UG Degree,8.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,5.0,2.5,0.0,Low
Hungarian,Yes,Social Policy,UG Degree,8.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,5.0,2.5,0.0,Low
Hungarian,Yes,Social Policy,UG Degree,8.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,5.0,2.5,0.0,Low
Hungarian,Yes,Social Policy,UG Degree,8.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,5.0,2.5,0.0,Low
Hungarian,Yes,Social Policy,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,Low
Hungarian,Yes,Social Policy,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,Low
Hungarian,Yes,Social Policy,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,Low
Hungarian,Yes,Social Policy,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,Low
Hungarian,Yes,Social Policy,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,Low
Hungarian,Yes,Sociology,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,Low
Hungarian,Yes,Sociology,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,Low
Hungarian,Yes,Sociology,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,Low
Hungarian,Yes,Sociology,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,Low
Hungarian,Yes,Sociology,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,Low
Hungarian,Yes,Sociology,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,9.0,5.0,2.5,Low
Hungarian,Yes,Sociology,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,9.0,5.0,2.5,Low
Hungarian,Yes,Sociology,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,9.0,5.0,2.5,Low
Hungarian,Yes,Sociology,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,9.0,5.0,2.5,Low
Hungarian,Yes,Sociology,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,9.0,5.0,2.5,Low
Hungarian,Yes,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,High
Hungarian,Yes,Statistics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,High
Irish,Yes,Accounting,UG Degree,13.0,0.0,0.0,8.0,2.5,2.5,14.0,2.5,2.5,9.0,2.5,0.0,11.0,2.5,0.0,High
Irish,Yes,Accounting,UG Degree,13.0,0.0,0.0,8.0,2.5,2.5,14.0,2.5,2.5,9.0,2.5,0.0,11.0,2.5,0.0,High
Irish,Yes,Accounting,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,High
Irish,Yes,Accounting,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,High
Irish,Yes,Anthropology,UG Degree,7.0,2.5,0.0,11.0,2.5,2.5,5.0,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,Low
Irish,Yes,Anthropology,UG Degree,7.0,2.5,0.0,11.0,2.5,2.5,5.0,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,Low
Irish,Yes,Anthropology,UG Degree,7.0,2.5,0.0,11.0,2.5,2.5,5.0,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,Low
Irish,Yes,Anthropology,UG Degree,7.0,2.5,0.0,11.0,2.5,2.5,5.0,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,Low
Irish,Yes,Anthropology,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,Low
Irish,Yes,Anthropology,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,Low
Irish,Yes,Anthropology,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,Low
Irish,Yes,Anthropology,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,Low
Irish,Yes,Economic History,UG Degree,6.0,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,10.0,2.5,2.5,High
Irish,Yes,Economic History,UG Degree,6.0,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,10.0,2.5,2.5,High
Irish,Yes,Economic History,UG Degree,6.0,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,10.0,2.5,2.5,High
Irish,Yes,Economic History,UG Degree,6.0,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,10.0,2.5,2.5,High
Irish,Yes,Economic History,UG Degree,6.0,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,10.0,2.5,2.5,High
Irish,Yes,Economic History,UG Degree,6.0,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,10.0,2.5,2.5,High
Irish,Yes,Economic History,UG Degree,6.0,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,10.0,2.5,2.5,High
Irish,Yes,Economic History,UG Degree,6.0,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,10.0,2.5,2.5,High
Irish,Yes,Economic History,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,High
Irish,Yes,Economic History,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,High
Irish,Yes,Economic History,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,High
Irish,Yes,Economic History,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,High
Irish,Yes,Economic History,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,High
Irish,Yes,Economic History,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,High
Irish,Yes,Economic History,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,High
Irish,Yes,Economic History,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,High
Irish,Yes,Economics,UG Degree,15.0,2.5,2.5,27.0,2.5,0.0,36.0,2.5,2.5,26.0,2.5,2.5,18.0,2.5,2.5,High
Irish,Yes,Economics,UG Degree,15.0,2.5,2.5,27.0,2.5,0.0,36.0,2.5,2.5,26.0,2.5,2.5,18.0,2.5,2.5,High
Irish,Yes,Economics,UG Degree,15.0,2.5,2.5,27.0,2.5,0.0,36.0,2.5,2.5,26.0,2.5,2.5,18.0,2.5,2.5,High
Irish,Yes,Economics,UG Degree,15.0,2.5,2.5,27.0,2.5,0.0,36.0,2.5,2.5,26.0,2.5,2.5,18.0,2.5,2.5,High
Irish,Yes,Economics,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,11.0,2.5,0.0,5.0,2.5,2.5,5.0,2.5,2.5,High
Irish,Yes,Economics,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,11.0,2.5,0.0,5.0,2.5,2.5,5.0,2.5,2.5,High
Irish,Yes,Economics,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,11.0,2.5,0.0,5.0,2.5,2.5,5.0,2.5,2.5,High
Irish,Yes,Economics,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,11.0,2.5,0.0,5.0,2.5,2.5,5.0,2.5,2.5,High
Irish,Yes,European Institute,PG Taught,5.0,2.5,2.5,8.0,5.0,2.5,2.5,2.5,2.5,6.0,2.5,2.5,6.0,2.5,2.5,Low
Irish,Yes,European Institute,PG Taught,5.0,2.5,2.5,8.0,5.0,2.5,2.5,2.5,2.5,6.0,2.5,2.5,6.0,2.5,2.5,Low
Irish,Yes,European Institute,PG Taught,5.0,2.5,2.5,8.0,5.0,2.5,2.5,2.5,2.5,6.0,2.5,2.5,6.0,2.5,2.5,Low
Irish,Yes,European Institute,PG Taught,5.0,2.5,2.5,8.0,5.0,2.5,2.5,2.5,2.5,6.0,2.5,2.5,6.0,2.5,2.5,Low
Irish,Yes,European Institute,PG Taught,5.0,2.5,2.5,8.0,5.0,2.5,2.5,2.5,2.5,6.0,2.5,2.5,6.0,2.5,2.5,Low
Irish,Yes,European Institute,PG Taught,5.0,2.5,2.5,8.0,5.0,2.5,2.5,2.5,2.5,6.0,2.5,2.5,6.0,2.5,2.5,Low
Irish,Yes,European Institute,PG Taught,5.0,2.5,2.5,8.0,5.0,2.5,2.5,2.5,2.5,6.0,2.5,2.5,6.0,2.5,2.5,Low
Irish,Yes,Finance,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,10.0,0.0,0.0,7.0,2.5,0.0,9.0,0.0,0.0,High
Irish,Yes,Finance,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,10.0,0.0,0.0,7.0,2.5,0.0,9.0,0.0,0.0,High
Irish,Yes,Finance,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,10.0,0.0,0.0,7.0,2.5,0.0,9.0,0.0,0.0,High
Irish,Yes,Finance,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,10.0,0.0,0.0,7.0,2.5,0.0,9.0,0.0,0.0,High
Irish,Yes,Finance,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,10.0,0.0,0.0,7.0,2.5,0.0,9.0,0.0,0.0,High
Irish,Yes,Finance,PG Taught,12.0,2.5,0.0,17.0,2.5,2.5,11.0,2.5,0.0,24.0,6.0,5.0,13.0,2.5,0.0,High
Irish,Yes,Finance,PG Taught,12.0,2.5,0.0,17.0,2.5,2.5,11.0,2.5,0.0,24.0,6.0,5.0,13.0,2.5,0.0,High
Irish,Yes,Finance,PG Taught,12.0,2.5,0.0,17.0,2.5,2.5,11.0,2.5,0.0,24.0,6.0,5.0,13.0,2.5,0.0,High
Irish,Yes,Finance,PG Taught,12.0,2.5,0.0,17.0,2.5,2.5,11.0,2.5,0.0,24.0,6.0,5.0,13.0,2.5,0.0,High
Irish,Yes,Finance,PG Taught,12.0,2.5,0.0,17.0,2.5,2.5,11.0,2.5,0.0,24.0,6.0,5.0,13.0,2.5,0.0,High
Irish,Yes,Gender Studies,PG Taught,2.5,0.0,0.0,5.0,2.5,2.5,10.0,8.0,6.0,2.5,2.5,2.5,2.5,2.5,0.0,Low
Irish,Yes,Gender Studies,PG Taught,2.5,0.0,0.0,5.0,2.5,2.5,10.0,8.0,6.0,2.5,2.5,2.5,2.5,2.5,0.0,Low
Irish,Yes,Gender Studies,PG Taught,2.5,0.0,0.0,5.0,2.5,2.5,10.0,8.0,6.0,2.5,2.5,2.5,2.5,2.5,0.0,Low
Irish,Yes,Gender Studies,PG Taught,2.5,0.0,0.0,5.0,2.5,2.5,10.0,8.0,6.0,2.5,2.5,2.5,2.5,2.5,0.0,Low
Irish,Yes,Gender Studies,PG Taught,2.5,0.0,0.0,5.0,2.5,2.5,10.0,8.0,6.0,2.5,2.5,2.5,2.5,2.5,0.0,Low
Irish,Yes,Gender Studies,PG Taught,2.5,0.0,0.0,5.0,2.5,2.5,10.0,8.0,6.0,2.5,2.5,2.5,2.5,2.5,0.0,Low
Irish,Yes,Gender Studies,PG Taught,2.5,0.0,0.0,5.0,2.5,2.5,10.0,8.0,6.0,2.5,2.5,2.5,2.5,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
Irish,Yes,Geography And Environment,UG Degree,2.5,0.0,0.0,8.0,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0,Low
